activity_id,molecule_chembl_id,smiles,structure_status,target_chembl_id,target_name,assay_chembl_id,document_chembl_id,data_year,standard_type,standard_relation,standard_value,standard_units,data_validity_comment,activity_comment,assay_type,assay_description,classification_text,classification_bucket
489476,CHEMBL341089,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3)c2)C[C@H]1C(=O)NCC(F)(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL618995,CHEMBL1146635,2003,CL,=,332.0,mL.min-1.kg-1,,,A,Plasma clearance in human liver microsomes,plasma clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unknown
24815374,CHEMBL5173622,Cc1cc(/C=C/C#N)cc([N+](=O)[O-])c1Nc1nc(Nc2ccc(C#N)cc2)nc2ccccc12,smiles_found,CHEMBL612558,ADMET,CHEMBL5138353,CHEMBL5136999,2022,CL,=,34.5,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840268,CHEMBL5194021,CCN(Cc1cc2c(=O)n(CCC#N)cc(C)n2n1)c1ccc(F)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,37.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840269,CHEMBL5196410,Cc1cn(CCC#N)c(=O)c2cc(Cn3nc(C(F)(F)F)cc3Cl)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,-1.0,mL.min-1.g-1,Outside typical range,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840270,CHEMBL5172392,Cc1cn(CCC#N)c(=O)c2cc(Cn3nc(Cl)cc3Cl)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,-3.0,mL.min-1.g-1,Outside typical range,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840271,CHEMBL5204122,Cc1cn(CCC#N)c(=O)c2cc(Cn3nc(Br)cc3Cl)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,-10.0,mL.min-1.g-1,Outside typical range,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840272,CHEMBL5206364,Cc1cn(CCC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,-2.0,mL.min-1.g-1,Outside typical range,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840273,CHEMBL5202402,Cc1cc(Cl)n(Cc2cc3c(=O)n(CCC#N)cc(C)n3n2)n1,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,8.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24840275,CHEMBL5092058,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5145397,CHEMBL5143566,2022,CL,=,33.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes at 1 uM in presence of NADPH measured for 15 to 30 min by LC-MS/MS analysis,clearance in human liver microsomes at 1 um in presence of nadph measured for 15 to 30 min by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24845199,CHEMBL5185866,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCCCCCC(=O)NO,smiles_found,CHEMBL612558,ADMET,CHEMBL5146469,CHEMBL5143616,2022,CL,=,34.08,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as clearance and measured by LC-MS/MS analysis,stability in human liver microsomes assessed as clearance and measured by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24845200,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,smiles_found,CHEMBL612558,ADMET,CHEMBL5146469,CHEMBL5143616,2022,CL,=,4.02,mL.min-1.g-1,,,A,Stability in human liver microsomes assessed as clearance and measured by LC-MS/MS analysis,stability in human liver microsomes assessed as clearance and measured by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24899048,CHEMBL5189523,COc1cc(F)ccc1-c1cnc2sc(N3CCC(C)(N)CC3)nn12,smiles_found,CHEMBL612558,ADMET,CHEMBL5160037,CHEMBL5154768,2022,CL,=,38.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926213,CHEMBL5169557,C1=C(c2ncnc3[nH]c(-c4ccc(OCc5ccccc5)cc4)cc23)CCNC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,703.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926214,CHEMBL5196712,C1=C(c2ncnc3[nH]c(-c4ccc(OCc5ccccc5)cc4)nc23)CCNC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,1003.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926215,CHEMBL5191968,CC(Oc1ccc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)cc1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,80.7,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926216,CHEMBL5179996,C[C@@H](Oc1ccc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)cc1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,115.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926217,CHEMBL5173004,C[C@H](Oc1ccc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)cc1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,50.2,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926218,CHEMBL5205420,C[C@H](Oc1ccc(-c2nc3c(C4=CCNCC4)ncnc3[nH]2)cc1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,30.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926219,CHEMBL5179194,C[C@H](Oc1ccc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)c(F)c1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,49.6,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926220,CHEMBL5197828,C[C@H](Oc1ccc(-c2nc3c(C4=CCNCC4)ncnc3[nH]2)c(F)c1)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,50.8,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926221,CHEMBL5198701,Cc1cc(O[C@@H](C)c2ccccc2)ccc1-c1cc2c(C3=CCNCC3)ncnc2[nH]1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,44.5,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926222,CHEMBL5178858,C[C@H](Oc1ccc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)cc1F)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,37.4,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24926223,CHEMBL5174228,Cc1cc(-c2cc3c(C4=CCNCC4)ncnc3[nH]2)ccc1O[C@@H](C)c1ccccc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5167884,CHEMBL5154928,2022,CL,=,37.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as clearance incubated for 10 mins measured up to 60 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966842,CHEMBL5218735,N#Cc1ccc2[nH]cc(CCCNCC3CCN(C(=O)c4ccc(F)c(Cl)c4)CC3)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,113.18,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966843,CHEMBL5220121,O=C(c1ccc(F)c(Cl)c1)N1CCC(CNCCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,118.4,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966844,CHEMBL5220371,O=C(c1ccc(F)c(Cl)c1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,51.82,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966845,CHEMBL5220168,O=C(c1ccc(F)c(F)c1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,71.16,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966846,CHEMBL5220872,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,45.43,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966847,CHEMBL5218872,O=C(c1ccc(F)cc1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,84.34,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966848,CHEMBL5218968,O=C(c1ccc(Cl)cc1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,70.94,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966849,CHEMBL5219908,O=C(c1cccc(Cl)c1)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,152.8,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966850,CHEMBL5218769,Cc1cc(C(=O)N2CCC(CNCCCc3c[nH]c4ccc(F)cc34)CC2)ccc1F,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,558.83,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966851,CHEMBL5218523,Cc1ccc(C(=O)N2CCC(CNCCCc3c[nH]c4ccc(F)cc34)CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,309.65,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966852,CHEMBL5218937,NC(=O)c1ccc(C(=O)N2CCC(CNCCCc3c[nH]c4ccc(F)cc34)CC2)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,4.2,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966853,CHEMBL5220735,NC(=O)c1cccc(C(=O)N2CCC(CNCCCc3c[nH]c4ccc(F)cc34)CC2)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,9.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966854,CHEMBL5219426,NC(=O)c1ccccc1C(=O)N1CCC(CNCCCc2c[nH]c3ccc(F)cc23)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,138.19,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24966855,CHEMBL439849,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217323,CHEMBL5214965,2022,CL,=,51.59,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
24968313,CHEMBL4551635,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl,smiles_found,CHEMBL612558,ADMET,CHEMBL5217592,CHEMBL5214979,2022,CL,=,1.833,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as blood clearance incubated upto 60 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as blood clearance incubated upto 60 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
24968314,CHEMBL4572210,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5217592,CHEMBL5214979,2022,CL,=,13.17,mL.min-1.kg-1,,,A,Metabolic stability in human liver microsomes assessed as blood clearance incubated upto 60 mins by LC-MS/MS analysis,metabolic stability in human liver microsomes assessed as blood clearance incubated upto 60 mins by lc-ms/ms analysis | | admet | ml.min-1.kg-1,chembl_hlm_unknown
24981075,CHEMBL5281816,Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NC(=O)c1cccc(C#N)c1,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,239.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981076,CHEMBL5284779,Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NS(=O)(=O)c1ccc(F)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,68.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981077,CHEMBL5286547,Cc1c(CN2CCN(C(=O)CC3CC3)[C@@H](C)C2)cc(F)cc1NS(=O)(=O)c1ccc(F)cc1,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,53.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981078,CHEMBL5286738,O=C(CC1CC1)N1CCN2Cc3cc(F)cc(c3)NS(=O)(=O)CCCCCC1C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,80.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981079,CHEMBL5282822,Cc1c2cc(F)cc1NS(=O)(=O)CCCCCC1CN(CCN1C(=O)CC1CC1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,260.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981080,CHEMBL5286771,Cc1c2cc(F)cc1NS(=O)(=O)CCCCC1CN(CCN1C(=O)CC1CC1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,71.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981081,CHEMBL5275128,Cc1c2cc(F)cc1NS(=O)(=O)CCCOCC1CN(CCN1C(=O)CC1CC1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,55.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981082,CHEMBL5288922,Cc1c2cc(F)cc1NS(=O)(=O)NCCCCC1CN(CCN1C(=O)CC1CC1)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,1600.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981084,CHEMBL5280788,Cc1c2cccc1NS(=O)(=O)CCCCC[C@H]1CN(CCN1C(=O)C(C)C)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,223.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981085,CHEMBL5287916,Cc1c2cc(F)cc1NS(=O)(=O)CCCCC[C@H]1CN(CCN1C(=O)C(C)C)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,205.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981086,CHEMBL5283506,Cc1c2cc(Cl)cc1NS(=O)(=O)CCCCC[C@H]1CN(CCN1C(=O)C(C)C)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,200.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24981087,CHEMBL5287800,Cc1c2cc(C#N)cc1NS(=O)(=O)CCCCC[C@H]1CN(CCN1C(=O)C(C)C)C2,smiles_found,CHEMBL612558,ADMET,CHEMBL5226011,CHEMBL5223178,2023,CL,=,130.0,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
24992947,CHEMBL5076616,Cn1cc([C@H](Nc2cc(-c3ccc4ccn(C)c4c3)c3nccnc3c2)c2cnnn2C)cn1,smiles_found,CHEMBL612558,ADMET,CHEMBL5230603,CHEMBL5230092,2020,CL,=,50.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsomes assessed as clearance,metabolic stability in human liver microsomes assessed as clearance | | admet | ml.min-1.g-1,chembl_hlm_unknown
25012783,CHEMBL5275183,O=C(c1ccccc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5237302,CHEMBL5236552,2021,CL,=,120.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as clearance at 1 uM incubated for 15 to 30 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsome assessed as clearance at 1 um incubated for 15 to 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
25012784,CHEMBL5282804,O=C(c1ccccc1-c1ccncn1)N1CCC(O)(Cc2ccccc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5237302,CHEMBL5236552,2021,CL,=,70.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as clearance at 1 uM incubated for 15 to 30 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsome assessed as clearance at 1 um incubated for 15 to 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
25012785,CHEMBL4298172,O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5237302,CHEMBL5236552,2021,CL,=,22.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as clearance at 1 uM incubated for 15 to 30 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsome assessed as clearance at 1 um incubated for 15 to 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
25012786,CHEMBL5269081,O=C(c1ccccc1-c1ccncc1)N1CCC(O)(Cc2ccccn2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5237302,CHEMBL5236552,2021,CL,=,22.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as clearance at 1 uM incubated for 15 to 30 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsome assessed as clearance at 1 um incubated for 15 to 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
25012787,CHEMBL5279173,O=C(c1cccnc1-c1ccncn1)N1CCC(O)(Cc2ccccc2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5237302,CHEMBL5236552,2021,CL,=,17.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as clearance at 1 uM incubated for 15 to 30 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsome assessed as clearance at 1 um incubated for 15 to 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
25012788,CHEMBL5272679,O=C(c1ccccc1-c1ccncn1)N1CCC(O)(Cc2ccccn2)CC1,smiles_found,CHEMBL612558,ADMET,CHEMBL5237302,CHEMBL5236552,2021,CL,=,9.0,mL.min-1.g-1,,,A,Metabolic stability in human liver microsome assessed as clearance at 1 uM incubated for 15 to 30 mins in presence of NADPH by LC-MS/MS analysis,metabolic stability in human liver microsome assessed as clearance at 1 um incubated for 15 to 30 mins in presence of nadph by lc-ms/ms analysis | | admet | ml.min-1.g-1,chembl_hlm_unknown
25020842,CHEMBL5284890,Nc1ncc(-c2cc(N3CCC(F)(F)C3)nc(N3C[C@@H]4C[C@H]3CO4)n2)nc1OC(F)F,smiles_found,CHEMBL612558,ADMET,CHEMBL5239453,CHEMBL5236614,2022,CL,=,3.6,mL.min-1.kg-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.kg-1,chembl_hlm_unknown
25036544,CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,smiles_found,CHEMBL612558,ADMET,CHEMBL5243501,CHEMBL5241118,2022,CL,=,846.7,mL.min-1.g-1,,,A,Clearance in human liver microsomes,clearance in human liver microsomes | | admet | ml.min-1.g-1,chembl_hlm_unknown
