SMILES_standardized,hlm_value_scaled_deduplicated,n_reps,y_std,y_min,y_max
N#Cc1cnn2cc(-c3ccc(OCCN4CCC[C@H](F)C4)cc3)cnc12,45.2,1,,45.2,45.2
N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)c(F)c3)cnc12,5.8,1,,5.8,5.8
N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)cc3)cnc12,5.9,1,,5.9,5.9
N#Cc1cnn2cc(-c3ccc(OCCN4CC[C@@H](F)C4)cc3)cnc12,12.8,1,,12.8,12.8
N#Cc1cnn2cc(-c3ccc(OCCN4CC[C@@H](O)C4)cc3)cnc12,2.6,1,,2.6,2.6
N#Cc1cnn2cc(-c3ccc(OCCN4CC[C@H](F)C4)cc3)cnc12,13.9,1,,13.9,13.9
N#Cc1cnn2cc(-c3ccc(OCCN4CC[C@H](O)C4)cc3)cnc12,0.0,1,,0.0,0.0
N#Cc1cnn2cc(-c3ccc(O[C@@H]4CCN(C5COC5)C4)cc3)cnc12,158.2,1,,158.2,158.2
N#Cc1cnn2cc(-c3ccc(O[C@@H]4CCNC4)cc3)cnc12,76.3,1,,76.3,76.3
N#Cc1cnn2cc(-c3ccc(O[C@H]4CCN(C5COC5)C4)cc3)cnc12,26.9,1,,26.9,26.9
N#Cc1cnn2cc(-c3ccc(O[C@H]4CCNC4)cc3)cnc12,34.2,1,,34.2,34.2
N#Cc1cnn2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc12,7.7,1,,7.7,7.7
N#Cc1ncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2[nH]nc4cccnc24)C3)cn1,16.6,1,,16.6,16.6
N#Cc1ncc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cn12,4.3,1,,4.3,4.3
N#Cc1ncccc1O[C@@H]1[C@@H]2CC[C@H]1CN(Cc1[nH]nc3cccnc13)C2,52.7,1,,52.7,52.7
N#Cc1ncn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,0.0,1,,0.0,0.0
N#Cc1ncn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,3.3,1,,3.3,3.3
N#Cc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,1.4,1,,1.4,1.4
NC(=O)C(F)(F)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,66.1,1,,66.1,66.1
NC(=O)C1(c2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,9.5,1,,9.5,9.5
NC(=O)C1(c2cccc(Nc3cccc(-c4cccnc4)n3)n2)COC1,5.4,1,,5.4,5.4
NC(=O)CCOc1ccc(-c2ccc3ccncc3c2)cc1,11.8,1,,11.8,11.8
NC(=O)CCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,6.7,1,,6.7,6.7
NC(=O)CCn1c(O)cc2c3ccccc3ccc21,9.6,1,,9.6,9.6
NC(=O)COc1ccc(-c2ccc3ccncc3c2)cc1,23.5,1,,23.5,23.5
NC(=O)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,126.9,1,,126.9,126.9
NC(=O)COc1cccc(Nc2cccc(-c3cccnc3)n2)n1,8.4,1,,8.4,8.4
NC(=O)Cc1cc(F)cc(Nc2nccc(-c3cccnc3)n2)c1,57.0,1,,57.0,57.0
NC(=O)Cc1cc(Nc2cc(-c3cccc(F)c3)ccn2)ccn1,6.8,1,,6.8,6.8
NC(=O)Cc1cc(Nc2cc(-c3cccnc3)ccn2)ccn1,14.1,1,,14.1,14.1
NC(=O)Cc1cc(Nc2cccc(-c3cccnc3)n2)ccn1,34.2,1,,34.2,34.2
NC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccc1F,57.5,1,,57.5,57.5
NC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,23.7,1,,23.7,23.7
NC(=O)Cc1ccc(F)c(Nc2nccc(-c3cccnc3)n2)c1,82.9,1,,82.9,82.9
NC(=O)Cc1ccc(Nc2ccn(-c3ccccn3)n2)cc1,12.5,1,,12.5,12.5
NC(=O)Cc1ccc(Nc2ccn(-c3ccccn3)n2)nc1,10.5,1,,10.5,10.5
NC(=O)Cc1ccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)cc1,11.2,1,,11.2,11.2
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(C(N)=O)c3)n2)cc1,6.2,1,,6.2,6.2
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,60.2,1,,60.2,60.2
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc1,26.3,1,,26.3,26.3
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(OC(F)(F)F)c3)n2)cc1,24.9,1,,24.9,24.9
NC(=O)Cc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,22.5,1,,22.5,22.5
NC(=O)Cc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,68.4,1,,68.4,68.4
NC(=O)Cc1cccc(Nc2cccc(-c3ccc(Cl)nc3)n2)n1,13.8,1,,13.8,13.8
NC(=O)Cc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,71.4,1,,71.4,71.4
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)c2F)n1,0.8,1,,0.8,0.8
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)c1,45.8,1,,45.8,45.8
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,17.1,1,,17.1,17.1
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3Cl)n2)n1,4.0,1,,4.0,4.0
NC(=O)Cc1cccc(Nc2cccc(-c3ccnnc3)n2)n1,10.2,1,,10.2,10.2
NC(=O)Cc1cccc(Nc2cccc(-c3ccns3)n2)n1,32.6,1,,32.6,32.6
NC(=O)Cc1cccc(Nc2cccc(-c3cnccn3)n2)n1,28.8,1,,28.8,28.8
NC(=O)Cc1cccc(Nc2cccc(-c3cncnc3)n2)n1,10.9,1,,10.9,10.9
NC(=O)Cc1cccc(Nc2cccc(-c3cncs3)n2)n1,12.0,1,,12.0,12.0
NC(=O)Cc1cccc(Nc2cccc(-c3cnsc3)n2)n1,42.6,1,,42.6,42.6
NC(=O)Cc1cccc(Nc2ccn(-c3ccccn3)n2)c1,41.6,1,,41.6,41.6
NC(=O)Cc1cccc(Nc2ccn(-c3ccccn3)n2)n1,29.7,1,,29.7,29.7
NC(=O)Cc1cccc(Nc2ccnc(-c3cccnc3)n2)n1,5.4,1,,5.4,5.4
NC(=O)Cc1cccc(Nc2cncc(-c3cccnc3)n2)n1,17.2,1,,17.2,17.2
NC(=O)Cc1cccc(Nc2nc(-c3cccnc3)ccc2F)n1,30.9,1,,30.9,30.9
NC(=O)Cc1cccc(Nc2nc(F)cc(-c3cccnc3)n2)c1,130.6,1,,130.6,130.6
NC(=O)Cc1cccc(Nc2ncc(F)c(-c3cccnc3)n2)c1,105.9,1,,105.9,105.9
NC(=O)Cc1cccc(Nc2nccc(-c3cc(F)cc(N4CCOCC4)c3)n2)c1,13.8,1,,13.8,13.8
NC(=O)Cc1cccc(Nc2nccc(-c3ccc(F)nc3)n2)c1,95.8,1,,95.8,95.8
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)c1,149.6,1,,149.6,149.6
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)n1,89.0,1,,89.0,89.0
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)c1,27.5,1,,27.5,27.5
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(OC(F)(F)F)c3)n2)c1,65.7,1,,65.7,65.7
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,94.9,1,,94.9,94.9
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)n1,22.5,1,,22.5,22.5
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3Cl)n2)n1,6.2,1,,6.2,6.2
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3F)n2)c1,78.4,1,,78.4,78.4
NC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.0,1,,0.0,0.0
NC(=O)Cc1cccc(Nc2nccc(-c3cncc(F)c3)n2)c1,128.9,1,,128.9,128.9
NC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,20.8,1,,20.8,20.8
NC(=O)Cc1cccc(Oc2cccc(-c3cccnc3)n2)n1,0.0,1,,0.0,0.0
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)c1,32.6,1,,32.6,32.6
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)n1,7.1,1,,7.1,7.1
NC(=O)Cc1cncc(Nc2cccc(-c3cccnc3)n2)c1,43.2,1,,43.2,43.2
NC(=O)Cn1c(O)cc2ccc(-c3ccccc3)cc21,13.5,1,,13.5,13.5
NC(=O)Cn1cc(Nc2cccc(-c3cccc(F)c3)n2)cn1,9.0,1,,9.0,9.0
NC(=O)Cn1cc(Nc2cccc(-c3cccnc3)n2)ccc1=O,2.9,1,,2.9,2.9
NC(=O)Cn1cc(Nc2cccc(-c3cccnc3)n2)cn1,0.8,1,,0.8,0.8
NC(=O)Cn1ccc(Nc2cccc(-c3cccc(F)c3)n2)n1,5.0,1,,5.0,5.0
NC(=O)Cn1ccc(Nc2cccc(-c3cccnc3)n2)n1,5.5,1,,5.5,5.5
NC(=O)Cn1ccc(Nc2nccc(-c3cccc(F)c3)n2)n1,4.7,1,,4.7,4.7
NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,44.2,1,,44.2,44.2
NC(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,12.0,1,,12.0,12.0
NC(=O)Cn1cnc(Nc2cccc(-c3cccnc3)n2)c1,21.4,1,,21.4,21.4
NC(=O)Nc1nc(OCCN2CCCCC2)ccc1-c1ncccn1,10.8,1,,10.8,10.8
NC(=O)Nc1nc(OCCN2CCCCC2)cnc1-c1ccccn1,164.6,1,,164.6,164.6
NC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,9.2,1,,9.2,9.2
NC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,0.0,1,,0.0,0.0
NC(=O)c1cc2ccncc2nc1-c1ccc(OCCN2CCCCC2)cc1,0.0,1,,0.0,0.0
NC(=O)c1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,4.9,1,,4.9,4.9
NC(=O)c1ccc(-c2cccc3cc[nH]c23)cc1,109.0,1,,109.0,109.0
NC(=O)c1ccc(-c2ccnc3c(F)cnn23)cc1,0.1,1,,0.1,0.1
NC(=O)c1ccc(-c2cnc3c(Cl)cnn3c2)cc1,7.9,1,,7.9,7.9
NC(=O)c1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,8.8,1,,8.8,8.8
NC(=O)c1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,191.2,1,,191.2,191.2
NC(=O)c1ccc2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc2c1,3.9,1,,3.9,3.9
NC(=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,9.4,1,,9.4,9.4
NC(=O)c1ccn(-c2ccc(OCCN3CCCCC3)cc2)n1,1.1,1,,1.1,1.1
NC(=O)c1ccn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,0.6,1,,0.6,0.6
NC(=O)c1ccn2cccc(-c3ccc(OCCN4CCCCC4)cc3)c12,0.4,1,,0.4,0.4
NC(=O)c1nccc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,3.3,1,,3.3,3.3
NC(=O)c1ncn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,0.5,1,,0.5,0.5
NC(=O)c1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,0.0,1,,0.0,0.0
NC1(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCCCC1,6.4,1,,6.4,6.4
NC1(CCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,10.0,1,,10.0,10.0
NC1(COc2cccc(-c3ccc4c(c3)NC(=O)CC4)n2)CC1,54.5,1,,54.5,54.5
NC1(COc2cnn(-c3ccc4ccncc4c3)c2)CC1,0.0,1,,0.0,0.0
NCCCOc1cnn(-c2ccc3ccncc3c2)c1,934.1,1,,934.1,934.1
NCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,7.9,1,,7.9,7.9
NCCOc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,12.9,1,,12.9,12.9
NCCOc1cccc(-c2ccc3c(c2)NC(=O)CC3)n1,1.6,1,,1.6,1.6
NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,53.8,1,,53.8,53.8
NCc1cccc(CNC(=O)Nc2ccc3ncccc3c2)c1,123.2,1,,123.2,123.2
Nc1c(-c2ccc(OCCN3CCCC3)cc2)cc2cnccc2c1Cl,19.4,1,,19.4,19.4
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc(Br)c2nccnc12,1.3,1,,1.3,1.3
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C1CC1,40.7,1,,40.7,40.7
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,30.5,1,,30.5,30.5
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1F,27.1,1,,27.1,27.1
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cncnc2c1Br,15.0,1,,15.0,15.0
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc2c1Br,48.9,1,,48.9,48.9
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2nncn2c1Cl,0.5,1,,0.5,0.5
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cccnc12,2.6,1,,2.6,2.6
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ccncc12,0.0,1,,0.0,0.0
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnccc12,23.9,1,,23.9,23.9
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnncc12,12.8,1,,12.8,12.8
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncccc12,3.6,1,,3.6,3.6
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncncc12,15.9,1,,15.9,15.9
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cn2ncnc2c1Cl,0.7,1,,0.7,0.7
Nc1c(-c2ccc(OCCN3CCCCC3)cn2)ccc2ccncc12,2.2,1,,2.2,2.2
Nc1c(-c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc2cnccc2c1Cl,13.3,1,,13.3,13.3
Nc1c(-c2ccc(OCCN3CC[C@H](O)C3)cc2)cc2cnccc2c1Cl,19.5,1,,19.5,19.5
Nc1c(-c2ccc3ccncc3c2)ccc(OCCN2CCOCC2)c1F,21.6,1,,21.6,21.6
Nc1c(-c2ccccc2)cnc2c(-c3ccccc3)cnn12,104.0,1,,104.0,104.0
Nc1c(Cl)cc2cnccc2c1-c1ccc(OCCN2CCCC2)cc1,21.8,1,,21.8,21.8
Nc1c(Cl)cc2cnccc2c1-c1ccc(OCCN2CC[C@H](O)C2)cc1,39.0,1,,39.0,39.0
Nc1c(Cl)ncnc1-c1ccc(OCCN2CCCCC2)cc1,2.0,1,,2.0,2.0
Nc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,5.6,1,,5.6,5.6
Nc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,4.6,1,,4.6,4.6
Nc1cc(-c2ccccc2)nc2c(-c3ccccc3)cnn12,26.6,1,,26.6,26.6
Nc1cc(-c2ccccc2)nc2nc(-c3ccccc3)cn12,6.7,1,,6.7,6.7
Nc1cc(C2CC2)nc2cc(-c3ccccc3)nn12,276.9,1,,276.9,276.9
Nc1cc(OCCCN2CCCCC2)ccc1-c1cc(-c2ccncc2)ccn1,77.4,1,,77.4,77.4
Nc1cc(OCCN2CCC(F)(F)CC2)ccc1-c1ccc2ccncc2c1,51.9,1,,51.9,51.9
Nc1cc(OCCN2CCCCC2)ccc1-c1cc(-c2ccncc2)ccn1,71.7,1,,71.7,71.7
Nc1cc(OCCN2CCCCC2)ccc1-c1cc2c(cn1)CCC(=O)N2,4.5,1,,4.5,4.5
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ccncc2c1,11.1,1,,11.1,11.1
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ncccc2c1,8.5,1,,8.5,8.5
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ncncc2c1,19.8,1,,19.8,19.8
Nc1cc(OCCN2CCCCC2)ccc1-c1ncc2ccncc2n1,11.0,1,,11.0,11.0
Nc1cc2c(cc1-n1cc(OCCN3CCCCC3)cn1)NC(=O)CC2,1.5,1,,1.5,1.5
Nc1cc2c(cc1-n1ccc(OCCN3CCCCC3)n1)NC(=O)CC2,0.3,1,,0.3,0.3
Nc1cc2ccccc2c(C(=O)N2C[C@H]3CC[C@@H](C2)[C@@H]3Oc2cncc(Cl)c2)n1,151.1,1,,151.1,151.1
Nc1cc2ccccc2c(CN2C[C@H]3CC[C@@H](C2)[C@@H]3Oc2cncc(Cl)c2)n1,46.9,1,,46.9,46.9
Nc1cc2ccncc2cc1-c1cc(OCCN2CCCCC2)ccn1,19.2,1,,19.2,19.2
Nc1cc2ccncc2cc1-c1ncc(OCCN2CCCCC2)cn1,21.5,1,,21.5,21.5
Nc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,16.7,1,,16.7,16.7
Nc1cc2ccncc2cc1-n1ccc(OCCN2CCCCC2)n1,19.1,1,,19.1,19.1
Nc1cc2ccncc2nc1-c1ccc(OCCN2CCCCC2)cc1,6.2,1,,6.2,6.2
Nc1cc2ncccc2cc1-c1ccc(OCCN2CCCCC2)cc1,5.0,1,,5.0,5.0
Nc1cc2ncccc2cc1-n1ccc(OCC2CNC2)n1,0.0,1,,0.0,0.0
Nc1cc2oc(=O)[nH]c2cc1-n1cc(OCCN2CCCCC2)cn1,0.1,1,,0.1,0.1
Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2nccnc12,0.8,1,,0.8,0.8
Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2ncncc12,4.5,1,,4.5,4.5
Nc1ccc(-c2ccc(OCCN3CCCCC3)cn2)c2ccncc12,0.0,1,,0.0,0.0
Nc1ccc(-c2ccncc2)cc1-c1cccc(OCCN2CCCCC2)c1,70.4,1,,70.4,70.4
Nc1ccc(OC2CNC2)cc1-c1cc(-c2ccncc2)ccn1,12.7,1,,12.7,12.7
Nc1ccc(OCC2CNC2)cc1-c1cc(-c2ccncc2)ccn1,7.5,1,,7.5,7.5
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2cccnc2)ccn1,11.5,1,,11.5,11.5
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccncc2)ccn1,18.2,1,,18.2,18.2
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccnnc2)ccn1,1.8,1,,1.8,1.8
Nc1ccc(OCCN2CCCCC2)cc1-c1cc2cnccc2cn1,17.5,1,,17.5,17.5
Nc1ccc(OCCN2CCCCC2)cc1-c1nccc(-c2ccncc2)n1,24.8,1,,24.8,24.8
Nc1ccnc2cc(-c3ccccc3)nn12,659.3,1,,659.3,659.3
Nc1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc2c1,11.5,1,,11.5,11.5
Nc1cnccc1C#Cc1ccc(OCCN2CCCCC2)cc1,19.4,1,,19.4,19.4
Nc1cnccc1C#Cc1cccc(OCCN2CCCCC2)c1,33.4,1,,33.4,33.4
Nc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,13.0,1,,13.0,13.0
Nc1nc(OCCN2CCCCC2)ccc1-c1ncccn1,141.3,1,,141.3,141.3
Nc1nc2c(-c3ccccc3)cnn2cc1-c1ccccc1,99.7,1,,99.7,99.7
O=C(CN1CCCCC1)Nc1ccc2c(c1)[nH]c1c(=O)n(C(F)F)ccc12,3.0,1,,3.0,3.0
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CC(F)(F)C1,30.0,1,,30.0,30.0
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CCC1,16.2,1,,16.2,16.2
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1CC(F)(F)C1,78.5,1,,78.5,78.5
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1CCOCC1,34.9,1,,34.9,34.9
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1COC1,5.4,1,,5.4,5.4
O=C(Cn1cc(Nc2cccc(-c3cccnc3)n2)ccc1=O)N1CCC1,7.8,1,,7.8,7.8
O=C(Cn1cccc(Nc2cc(-c3cccnc3)ccn2)c1=O)N1CCC1,0.0,1,,0.0,0.0
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CC(F)(F)C1,27.6,1,,27.6,27.6
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC(F)(F)CC1,64.3,1,,64.3,64.3
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC1,8.0,1,,8.0,8.0
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCCC1,10.2,1,,10.2,10.2
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCNCC1,0.0,1,,0.0,0.0
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCOCC1,3.0,1,,3.0,3.0
O=C(Cn1cccc(Nc2nccc(-c3cccnc3)n2)c1=O)N1CCC1,0.0,1,,0.0,0.0
O=C(NC1CCN(C2CCOCC2)CC1)c1[nH]ncc1-c1ccc2ncsc2c1,0.3,1,,0.3,0.3
O=C(NC1CCN(CC2CCOCC2)CC1)c1[nH]ncc1-c1ccc2ncsc2c1,2.4,1,,2.4,2.4
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3ccccn3)ccn2n1,14.5,1,,14.5,14.5
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cn(C4CC4)cn3)ccn2n1,10.8,1,,10.8,10.8
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cn[n-]n3)ccn2n1,6.1,1,,6.1,6.1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cnc[n-]3)ccn2n1,0.0,1,,0.0,0.0
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,18.8,1,,18.8,18.8
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3cccn3)ccn2n1,11.4,1,,11.4,11.4
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3ccnc3)ccn2n1,12.3,1,,12.3,12.3
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3cnc(C4CC4)c3)ccn2n1,10.1,1,,10.1,10.1
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(C3CCOCC3)ccn2n1,15.6,1,,15.6,15.6
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nc4c(s3)CNCC4)ccn2n1,4.0,1,,4.0,4.0
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3ncco3)ccn2n1,9.4,1,,9.4,9.4
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nccs3)ccn2n1,9.4,1,,9.4,9.4
O=C(NC1CCN(c2ccncc2)CC1)c1cn2cc(-c3ccccn3)ccc2n1,5.6,1,,5.6,5.6
O=C(NC1CCN(c2ccncc2)CC1)c1n[n-]c2ccccc12,4.0,1,,4.0,4.0
O=C(NC1CCN(c2ccncc2Cl)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,61.0,1,,61.0,61.0
O=C(NC1CCN(c2ccncc2Cl)CC1)c1ccc2ccncc2c1,32.3,1,,32.3,32.3
O=C(NC1CCN(c2ccncc2Cl)CC1)c1n[n-]c2ccccc12,21.7,1,,21.7,21.7
O=C(NC1CCN(c2ccncc2Cl)CC1)c1n[n-]cc1-c1ccc2ncsc2c1,20.5,1,,20.5,20.5
O=C(NC1CCN(c2cncc(Cl)c2)CC1)c1ccc2ccncc2c1,31.1,1,,31.1,31.1
O=C(NC1CCN(c2cncc(Cl)c2)CC1)c1n[n-]c2ccccc12,36.9,1,,36.9,36.9
O=C(NC1CN(Cc2ccc(Cl)cc2)C1)c1[nH]nc2ccccc12,24.0,1,,24.0,24.0
O=C(NCCCN1CCCCC1)c1ccnc2c1[nH]c1cc(Cl)ccc12,36.8,1,,36.8,36.8
O=C(NCCCN1CCCCC1)c1ccnc2c1[nH]c1cc(Cl)ncc12,10.8,1,,10.8,10.8
O=C(NCc1cccc(CNC(=O)c2nc3ccccc3[n-]2)c1)Nc1ccc2nnsc2c1,54.4,1,,54.4,54.4
O=C(NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CC(F)(F)C1,52.1,1,,52.1,52.1
O=C(NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,50.5,1,,50.5,50.5
O=C(NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1COC1,6.4,1,,6.4,6.4
O=C(NCc1cn[n-]c1)Nc1ccc2nnsc2c1,9.3,1,,9.3,9.3
O=C(N[C@H]1CC[C@@H](Oc2cncc(Cl)c2)CC1)c1n[n-]c2cccnc12,10.9,1,,10.9,10.9
O=C(N[C@H]1CC[C@H](Oc2cncc(Cl)c2)CC1)c1n[n-]c2cccnc12,11.1,1,,11.1,11.1
O=C(Nc1ccc(Oc2cncc(Cl)c2)cc1)c1n[n-]c2cccnc12,9.8,1,,9.8,9.8
O=C(Nc1ccc(Oc2cncc(Cl)c2)cc1F)c1n[n-]c2cccnc12,17.1,1,,17.1,17.1
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,354.9,1,,354.9,354.9
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1COC1,27.5,1,,27.5,27.5
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CCOCC1,10.6,1,,10.6,10.6
O=C([O-])Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,7.5,1,,7.5,7.5
O=C([O-])c1cc2ccncc2nc1-c1ccc(OCCN2CCCCC2)cc1,0.4,1,,0.4,0.4
O=C([O-])c1ccnc2c1[nH]c1cc(Cl)ncc12,4.5,1,,4.5,4.5
O=C(c1[nH]c(=O)nc2ccccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.3,1,,3.3,3.3
O=C(c1[nH]ccc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,100.0,1,,100.0,100.0
O=C(c1[nH]cnc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,72.3,1,,72.3,72.3
O=C(c1[nH]nc2c(Cl)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,13.2,1,,13.2,13.2
O=C(c1[nH]nc2c(Cl)cccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,19.5,1,,19.5,19.5
